machine_name,last_user,manufacturer,model,cpu,memory,disk_drive,so,programs_installed
gustavonot,Gustavo,Dell Inc.,Inspiron 5567,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,7.88GB,WDC WDS240G2G0A-00JH30,Windows 10,"Python 3.9.10 Utility Scripts (64-bit),Python 3.9.10 Test Suite (64-bit),Python 3.9.10 pip Bootstrap (64-bit),Python 3.9.10 Core Interpreter (64-bit),Python 3.9.10 Documentation (64-bit),Office 16 Click-to-Run Extensibility Component,Office 16 Click-to-Run Localization Component,Office 16 Click-to-Run Licensing Component,Microsoft Visual C++ 2019 X86 Additional Runtime - 14.28.29913,OA3Tool,Oscdimg (OnecoreUAP),Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.29.30139,Microsoft Update Health Tools,Microsoft Visual C++ 2019 X64 Additional Runtime - 14.29.30139,Bonjour,Maxx Audio Installer (x64),Kits Configuration Installer,Verifica\x87\xc6o de integridade do PC Windows,Windows Setup Files (DesktopEditions),Windows Deployment Customizations,OpenVPN 2.5.6-I605 amd64,Oscdimg (DesktopEditions),AMD DVR64,Branding64,Java 8 Update 311 (64-bit),AMD Settings,OACheck,User State Migration Tool (ClientCore),Samsung Update Service,LibreOffice 7.2.2.2,Windows Setup Files (ClientCore),Windows Setup Files (Holographic),Windows Deployment Tools,Radmin VPN 1.2.1,Windows Setup Files (ShellCommon),Windows Deployment Image Servicing and Management Tools (OnecoreUAP),BCD and Boot,,Windows Deployment Image Servicing and Management Tools (DesktopEditions),Windows System Image Manager on amd64,User State Migration Tool (DesktopEditions),User State Migration Tool (OnecoreUAP),Windows Deployment Tools Environment,Minecraft Launcher,Windows Deployment Image Servicing and Management - Headers and Libraries,OATool,Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.28.29913,Toolkit Documentation,Python Launcher,Java Auto Updater,Windows Setup Files (OnecoreUAP),,'"
